otherlines_id,type,existenceconfidence,identityconfidence,locationconfidencemeters,label,datasourceid,notes,symbol
GMA.OtherLines.612,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.614,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.616,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.618,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.620,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.622,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.624,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.626,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.628,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.630,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.632,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.634,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.636,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.638,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.640,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.642,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.644,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.646,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.648,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.650,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.652,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.654,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.656,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.658,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.660,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.662,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.664,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.666,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.668,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.670,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.672,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.674,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.676,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.678,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.680,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.682,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.684,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.686,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.688,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.690,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.692,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.694,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.696,Map Boundary,Standard Confidence,Standard Confidence,0,Map Boundary,GMA.DataSources.171,,321
GMA.OtherLines.697,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.698,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.699,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.700,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.701,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.702,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.703,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.704,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.705,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.706,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.707,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.721,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.722,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.723,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.724,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.725,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.708,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.730,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.731,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.709,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.710,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.711,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.712,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.713,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.714,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.715,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.716,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.717,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.718,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.719,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.720,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.726,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.727,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.728,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.729,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.732,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.733,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.734,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.735,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.736,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.737,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.738,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.739,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.67,,322
GMA.OtherLines.740,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.180,,322
GMA.OtherLines.741,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.67,,322
GMA.OtherLines.742,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.743,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.744,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.745,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.746,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.747,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.748,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.749,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.750,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.751,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.752,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.753,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.754,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.755,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.756,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.757,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.758,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.759,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.760,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.180,,322
GMA.OtherLines.761,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.180,,322
GMA.OtherLines.762,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.105,,322
GMA.OtherLines.763,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.105,,322
GMA.OtherLines.764,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.180,,322
GMA.OtherLines.765,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.105,,322
GMA.OtherLines.766,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.180,,322
GMA.OtherLines.767,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.105,,322
GMA.OtherLines.768,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.105,,322
GMA.OtherLines.769,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.105,,322
GMA.OtherLines.770,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.180,,322
GMA.OtherLines.795,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.771,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.772,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.773,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.774,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.775,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.776,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.777,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.778,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.190,,322
GMA.OtherLines.779,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.190,,322
GMA.OtherLines.780,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.121,,322
GMA.OtherLines.781,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.67,,322
GMA.OtherLines.782,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.84,,322
GMA.OtherLines.783,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.180,,322
GMA.OtherLines.785,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.787,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.789,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.791,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.793,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.797,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.799,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.801,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.803,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.805,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.807,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.809,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.811,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.813,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.815,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.817,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.819,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.821,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.823,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.825,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.827,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.829,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.831,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.833,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.835,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.837,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.839,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.841,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.843,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
GMA.OtherLines.845,Lakeshore,Standard Confidence,Standard Confidence,0,Lakeshore,GMA.DataSources.1,,322
